,VendorID,PUDatetime,DODatetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,type,airport_fee,Airport_fee
2159,2,2023-01-01 00:12:33,2023-01-01 00:14:54,N,1.0,229,229,2.0,0.42,4.4,1.0,0.5,0.0,0.0,,1.0,9.4,2.0,,2.5,yellow_taxi,0.0,
1675,2,2023-01-01 00:12:34,2023-01-01 00:19:47,N,1.0,237,143,1.0,1.43,9.3,1.0,0.5,3.58,0.0,,1.0,17.88,1.0,,2.5,yellow_taxi,0.0,
1912,2,2023-01-01 00:12:34,2023-01-01 00:18:24,N,1.0,249,68,6.0,0.8,7.9,1.0,0.5,1.0,0.0,,1.0,13.9,1.0,,2.5,yellow_taxi,0.0,
4283,2,2023-01-01 00:12:34,2023-01-01 00:19:39,N,1.0,249,79,1.0,1.25,8.6,1.0,0.5,0.0,0.0,,1.0,13.6,4.0,,2.5,yellow_taxi,0.0,
4282,2,2023-01-01 00:12:34,2023-01-01 00:19:39,N,1.0,249,79,1.0,1.25,-8.6,-1.0,-0.5,0.0,0.0,,-1.0,-13.6,4.0,,-2.5,yellow_taxi,0.0,
212,2,2023-01-01 00:12:36,2023-01-01 00:16:32,N,1.0,162,263,1.0,1.71,8.6,1.0,0.5,4.08,0.0,,1.0,17.68,1.0,,2.5,yellow_taxi,0.0,
1086,2,2023-01-01 00:12:36,2023-01-01 00:37:39,N,1.0,79,238,5.0,5.64,28.2,1.0,0.5,8.3,0.0,,1.0,41.5,1.0,,2.5,yellow_taxi,0.0,
477,1,2023-01-01 00:12:37,2023-01-01 00:48:50,N,1.0,90,50,1.0,2.4,22.0,3.0,0.5,4.0,0.0,,1.0,30.5,1.0,,2.5,yellow_taxi,0.0,
2255,2,2023-01-01 00:12:37,2023-01-01 00:24:57,N,1.0,151,75,2.0,2.5,14.9,1.0,0.5,0.0,0.0,,1.0,17.4,2.0,,0.0,yellow_taxi,0.0,
2628,2,2023-01-01 00:12:42,2023-01-01 00:39:45,N,1.0,246,116,1.0,7.12,35.9,1.0,0.5,10.22,0.0,,1.0,51.12,1.0,,2.5,yellow_taxi,0.0,
2734,2,2023-01-01 00:12:45,2023-01-01 00:22:28,N,1.0,114,107,1.0,1.7,11.4,1.0,0.5,3.28,0.0,,1.0,19.68,1.0,,2.5,yellow_taxi,0.0,
453,2,2023-01-01 00:12:48,2023-01-01 00:19:33,N,1.0,237,233,1.0,1.67,10.0,1.0,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
2307,1,2023-01-01 00:12:49,2023-01-01 00:24:52,N,1.0,231,224,1.0,3.8,17.7,3.5,0.5,4.5,0.0,,1.0,27.2,1.0,,2.5,yellow_taxi,0.0,
3031,2,2023-01-01 00:12:49,2023-01-01 00:24:19,N,1.0,246,114,3.0,1.73,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
2820,1,2023-01-01 00:12:49,2023-01-01 00:15:01,N,1.0,237,236,2.0,1.0,5.8,3.5,0.5,2.15,0.0,,1.0,12.95,1.0,,2.5,yellow_taxi,0.0,
1496,1,2023-01-01 00:12:50,2023-01-01 00:17:10,N,1.0,262,236,2.0,1.0,7.2,3.5,0.5,0.0,0.0,,1.0,12.2,2.0,,2.5,yellow_taxi,0.0,
833,2,2023-01-01 00:12:53,2023-01-01 00:21:52,N,1.0,79,234,2.0,1.57,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
2431,2,2023-01-01 00:12:53,2023-01-01 00:22:59,N,1.0,90,246,3.0,1.49,11.4,1.0,0.5,0.0,0.0,,1.0,16.4,2.0,,2.5,yellow_taxi,0.0,
3796,2,2023-01-01 00:12:53,2023-01-01 00:28:13,N,1.0,142,152,1.0,3.5,19.1,1.0,0.5,0.0,0.0,,1.0,24.1,2.0,,2.5,yellow_taxi,0.0,
3784,1,2023-01-01 00:12:56,2023-01-01 00:45:55,N,1.0,113,143,2.0,2.9,28.2,3.5,0.5,6.64,0.0,,1.0,39.84,1.0,,2.5,yellow_taxi,0.0,
918,1,2023-01-01 00:12:56,2023-01-01 00:30:53,N,1.0,236,48,1.0,2.8,18.4,3.5,0.5,7.0,0.0,,1.0,30.4,1.0,,2.5,yellow_taxi,0.0,
800,1,2023-01-01 00:12:57,2023-01-01 00:27:15,N,1.0,246,224,1.0,2.2,13.5,3.5,0.5,0.03,0.0,,1.0,18.53,1.0,,2.5,yellow_taxi,0.0,
2592,2,2023-01-01 00:12:57,2023-01-01 00:23:49,N,1.0,263,238,2.0,2.09,12.8,1.0,0.5,0.0,0.0,,1.0,17.8,2.0,,2.5,yellow_taxi,0.0,
2730,1,2023-01-01 00:12:58,2023-01-01 00:44:30,N,1.0,113,50,1.0,4.1,29.6,3.5,0.5,6.9,0.0,,1.0,41.5,1.0,,2.5,yellow_taxi,0.0,
2258,1,2023-01-01 00:12:59,2023-01-01 00:21:25,N,1.0,237,237,1.0,1.0,8.6,3.5,0.5,4.1,0.0,,1.0,17.7,1.0,,2.5,yellow_taxi,0.0,
3736,2,2023-01-01 00:13:00,2023-01-01 00:16:13,N,1.0,107,224,1.0,0.61,5.1,1.0,0.5,0.0,0.0,,1.0,10.1,2.0,,2.5,yellow_taxi,0.0,
2995239,2,2023-01-01 00:13:00,2023-01-01 00:26:00,,,170,141,,2.3,15.14,0.0,0.5,3.83,0.0,,1.0,22.97,0.0,,,yellow_taxi,,
847,2,2023-01-01 00:13:01,2023-01-01 00:26:31,N,1.0,161,263,1.0,2.75,16.3,1.0,0.5,5.33,0.0,,1.0,26.63,1.0,,2.5,yellow_taxi,0.0,
2344,2,2023-01-01 00:13:02,2023-01-01 00:38:02,N,1.0,142,148,1.0,4.37,25.4,1.0,0.5,9.12,0.0,,1.0,39.52,1.0,,2.5,yellow_taxi,0.0,
4321,2,2023-01-01 00:13:02,2023-01-01 00:26:20,N,1.0,158,107,1.0,1.46,13.5,1.0,0.5,1.0,0.0,,1.0,19.5,1.0,,2.5,yellow_taxi,0.0,
15,2,2023-01-01 00:13:04,2023-01-01 00:22:10,N,1.0,79,186,1.0,1.52,10.0,1.0,0.5,1.25,0.0,,1.0,16.25,1.0,,2.5,yellow_taxi,0.0,
2437,1,2023-01-01 00:13:05,2023-01-01 00:23:33,N,1.0,161,140,2.0,2.0,11.4,3.5,0.5,4.05,0.0,,1.0,20.45,1.0,,2.5,yellow_taxi,0.0,
3586,2,2023-01-01 00:13:06,2023-01-01 00:18:32,N,1.0,90,68,1.0,1.17,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
1616,2,2023-01-01 00:13:07,2023-01-01 00:23:25,N,1.0,238,143,2.0,1.8,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
3297,2,2023-01-01 00:13:07,2023-01-01 00:30:09,N,1.0,66,162,1.0,6.51,28.2,1.0,0.5,0.0,0.0,,1.0,33.2,2.0,,2.5,yellow_taxi,0.0,
2329,2,2023-01-01 00:13:09,2023-01-01 00:26:03,N,1.0,142,238,1.0,2.29,14.2,1.0,0.5,5.76,0.0,,1.0,24.96,1.0,,2.5,yellow_taxi,0.0,
2698,1,2023-01-01 00:13:09,2023-01-01 00:16:00,N,1.0,237,43,2.0,0.4,5.1,3.5,0.5,2.5,0.0,,1.0,12.6,1.0,,2.5,yellow_taxi,0.0,
2924,2,2023-01-01 00:13:09,2023-01-01 00:17:53,N,1.0,263,141,2.0,1.09,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
3831,1,2023-01-01 00:13:10,2023-01-01 00:26:15,N,1.0,79,170,1.0,1.4,10.7,3.5,0.5,0.0,0.0,,1.0,15.7,2.0,,2.5,yellow_taxi,0.0,
2274,2,2023-01-01 00:13:10,2023-01-01 00:28:44,N,1.0,148,75,1.0,6.98,29.6,1.0,0.5,5.3,0.0,,1.0,39.9,1.0,,2.5,yellow_taxi,0.0,
4430,2,2023-01-01 00:13:10,2023-01-01 00:18:23,N,1.0,164,234,1.0,0.69,7.2,1.0,0.5,0.0,0.0,,1.0,12.2,2.0,,2.5,yellow_taxi,0.0,
3351,2,2023-01-01 00:13:12,2023-01-01 00:28:58,N,1.0,107,262,1.0,4.16,19.8,1.0,0.5,6.2,0.0,,1.0,31.0,1.0,,2.5,yellow_taxi,0.0,
3087,2,2023-01-01 00:13:13,2023-01-01 00:35:15,N,1.0,211,263,1.0,6.0,28.9,1.0,0.5,8.47,0.0,,1.0,42.37,1.0,,2.5,yellow_taxi,0.0,
3,1,2023-01-01 00:13:14,2023-01-01 00:19:03,N,1.0,41,238,1.0,1.3,6.5,0.5,1.5,1.7,0.0,,1.0,10.2,1.0,1.0,0.0,green_taxi,,
2898,1,2023-01-01 00:13:14,2023-01-01 00:23:00,N,1.0,170,233,2.0,0.9,9.3,3.5,0.5,4.3,0.0,,1.0,18.6,1.0,,2.5,yellow_taxi,0.0,
3924,2,2023-01-01 00:13:14,2023-01-01 00:17:32,N,1.0,107,170,2.0,0.81,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
1632,2,2023-01-01 00:13:15,2023-01-01 00:23:55,N,1.0,234,141,1.0,2.21,12.8,1.0,0.5,2.67,0.0,,1.0,20.47,1.0,,2.5,yellow_taxi,0.0,
2995271,2,2023-01-01 00:13:15,2023-01-01 00:18:32,,,211,90,,1.13,12.8,0.0,0.5,3.36,0.0,,1.0,20.16,0.0,,,yellow_taxi,,
4749,1,2023-01-01 00:13:17,2023-01-01 00:37:52,N,1.0,163,164,2.0,2.1,19.1,3.5,0.5,4.8,0.0,,1.0,28.9,1.0,,2.5,yellow_taxi,0.0,
2812,2,2023-01-01 00:13:18,2023-01-01 00:33:31,N,1.0,132,226,1.0,15.12,56.9,1.0,0.5,11.88,0.0,,1.0,72.53,1.0,,0.0,yellow_taxi,1.25,
2706,2,2023-01-01 00:13:18,2023-01-01 00:38:17,N,1.0,264,264,1.0,10.4,43.6,1.0,0.5,14.58,0.0,,1.0,63.18,1.0,,2.5,yellow_taxi,0.0,
4273,2,2023-01-01 00:13:20,2023-01-01 00:32:37,N,1.0,132,39,1.0,9.52,39.4,1.0,0.5,0.0,0.0,,1.0,43.15,2.0,,0.0,yellow_taxi,1.25,
155,2,2023-01-01 00:13:21,2023-01-01 00:17:03,N,1.0,107,79,1.0,0.75,5.8,1.0,0.5,0.0,0.0,,1.0,10.8,2.0,,2.5,yellow_taxi,0.0,
246,2,2023-01-01 00:13:21,2023-01-01 00:19:45,N,1.0,137,141,2.0,1.73,10.0,1.0,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
1743,2,2023-01-01 00:13:21,2023-01-01 00:18:29,N,1.0,246,90,1.0,0.76,7.2,1.0,0.5,2.44,0.0,,1.0,14.64,1.0,,2.5,yellow_taxi,0.0,
2971,2,2023-01-01 00:13:24,2023-01-01 00:28:44,N,1.0,186,79,1.0,2.09,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
963,2,2023-01-01 00:13:25,2023-01-01 00:23:52,N,1.0,107,114,1.0,1.64,10.7,1.0,0.5,0.0,0.0,,1.0,15.7,2.0,,2.5,yellow_taxi,0.0,
3404,2,2023-01-01 00:13:27,2023-01-01 00:43:06,N,1.0,114,127,1.0,12.63,52.0,1.0,0.5,1.71,0.0,,1.0,58.71,1.0,,2.5,yellow_taxi,0.0,
2174,1,2023-01-01 00:13:27,2023-01-01 00:15:29,N,1.0,161,162,1.0,0.2,3.7,3.5,0.5,0.0,0.0,,1.0,8.7,3.0,,2.5,yellow_taxi,0.0,
1147,2,2023-01-01 00:13:27,2023-01-01 00:34:00,N,1.0,48,88,2.0,5.23,25.4,1.0,0.5,0.0,0.0,,1.0,30.4,2.0,,2.5,yellow_taxi,0.0,
563,2,2023-01-01 00:13:27,2023-01-01 00:16:17,N,1.0,79,79,1.0,0.49,5.1,1.0,0.5,2.02,0.0,,1.0,12.12,1.0,,2.5,yellow_taxi,0.0,
526,1,2023-01-01 00:13:28,2023-01-01 00:29:12,N,1.0,79,87,2.0,3.7,18.4,3.5,0.5,4.65,0.0,,1.0,28.05,1.0,,2.5,yellow_taxi,0.0,
52,1,2023-01-01 00:13:29,2023-01-01 00:23:51,N,1.0,164,161,1.0,1.2,10.0,3.5,0.5,0.0,0.0,,1.0,15.0,2.0,,2.5,yellow_taxi,0.0,
21,1,2023-01-01 00:13:30,2023-01-01 00:44:00,N,2.0,132,116,1.0,17.8,70.0,1.25,0.5,15.85,6.55,,1.0,95.15,1.0,,0.0,yellow_taxi,1.25,
4889,2,2023-01-01 00:13:30,2023-01-01 00:26:39,N,1.0,249,233,2.0,2.23,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
992,2,2023-01-01 00:13:32,2023-01-01 00:36:20,N,1.0,68,33,1.0,5.17,26.1,1.0,0.5,6.22,0.0,,1.0,37.32,1.0,,2.5,yellow_taxi,0.0,
4507,2,2023-01-01 00:13:32,2023-01-01 00:32:58,N,1.0,238,107,1.0,5.66,26.8,1.0,0.5,6.36,0.0,,1.0,38.16,1.0,,2.5,yellow_taxi,0.0,
2945,2,2023-01-01 00:13:32,2023-01-01 00:17:30,N,1.0,238,238,1.0,0.67,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
2352,2,2023-01-01 00:13:33,2023-01-01 00:38:08,N,1.0,132,9,2.0,11.91,45.7,1.0,0.5,0.0,0.0,,1.0,49.45,4.0,,0.0,yellow_taxi,1.25,
2351,2,2023-01-01 00:13:33,2023-01-01 00:38:08,N,1.0,132,9,2.0,11.91,-45.7,-1.0,-0.5,0.0,0.0,,-1.0,-49.45,4.0,,0.0,yellow_taxi,-1.25,
2903,1,2023-01-01 00:13:34,2023-01-01 00:37:33,N,1.0,264,264,1.0,7.2,33.1,3.5,0.5,8.93,6.55,,1.0,53.58,1.0,,2.5,yellow_taxi,0.0,
2961,2,2023-01-01 00:13:34,2023-01-01 00:35:04,N,1.0,164,238,1.0,4.03,23.3,1.0,0.5,5.66,0.0,,1.0,33.96,1.0,,2.5,yellow_taxi,0.0,
1420,2,2023-01-01 00:13:34,2023-01-01 00:21:16,N,1.0,162,170,1.0,1.31,9.3,1.0,0.5,2.86,0.0,,1.0,17.16,1.0,,2.5,yellow_taxi,0.0,
412,1,2023-01-01 00:13:35,2023-01-01 00:18:20,N,1.0,234,114,2.0,0.9,6.5,3.5,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
438,2,2023-01-01 00:13:35,2023-01-01 00:28:01,N,1.0,236,107,2.0,3.2,17.0,1.0,0.5,4.4,0.0,,1.0,26.4,1.0,,2.5,yellow_taxi,0.0,
4648,2,2023-01-01 00:13:35,2023-01-01 00:33:07,N,1.0,142,74,1.0,4.27,21.9,1.0,0.5,8.07,0.0,,1.0,34.97,1.0,,2.5,yellow_taxi,0.0,
2577,2,2023-01-01 00:13:36,2023-01-01 00:35:37,N,1.0,79,41,1.0,7.07,31.7,1.0,0.5,0.0,0.0,,1.0,36.7,1.0,,2.5,yellow_taxi,0.0,
3368,1,2023-01-01 00:13:36,2023-01-01 00:33:27,N,1.0,234,43,2.0,3.0,17.7,3.5,0.5,0.0,0.0,,1.0,22.7,2.0,,2.5,yellow_taxi,0.0,
2124,2,2023-01-01 00:13:36,2023-01-01 00:48:23,N,1.0,132,225,1.0,10.88,47.8,1.0,0.5,0.0,0.0,,1.0,51.55,2.0,,0.0,yellow_taxi,1.25,
3702,2,2023-01-01 00:13:38,2023-01-01 00:21:28,N,1.0,239,236,2.0,1.82,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
1452,2,2023-01-01 00:13:38,2023-01-01 00:25:13,N,1.0,163,170,4.0,1.61,12.1,1.0,0.5,0.0,0.0,,1.0,17.1,2.0,,2.5,yellow_taxi,0.0,
2995168,2,2023-01-01 00:13:38,2023-01-01 00:21:56,,,113,232,,1.89,13.19,0.0,0.5,3.44,0.0,,1.0,20.63,0.0,,,yellow_taxi,,
3997,2,2023-01-01 00:13:39,2023-01-01 00:39:47,N,2.0,132,263,1.0,19.45,70.0,0.0,0.5,0.0,6.55,,1.0,81.8,2.0,,2.5,yellow_taxi,1.25,
1663,2,2023-01-01 00:13:40,2023-01-01 00:45:08,N,2.0,132,244,1.0,21.15,70.0,0.0,0.5,0.0,6.55,,1.0,79.3,2.0,,0.0,yellow_taxi,1.25,
3944,2,2023-01-01 00:13:40,2023-01-01 00:24:54,N,1.0,132,203,1.0,4.72,21.2,1.0,0.5,3.74,0.0,,1.0,28.69,1.0,,0.0,yellow_taxi,1.25,
4464,2,2023-01-01 00:13:40,2023-01-01 00:25:39,N,1.0,162,164,1.0,1.29,12.1,1.0,0.5,0.0,0.0,,1.0,17.1,2.0,,2.5,yellow_taxi,0.0,
2995283,2,2023-01-01 00:13:40,2023-01-01 00:33:06,,,79,161,,2.79,19.48,0.0,0.5,3.52,0.0,,1.0,27.0,0.0,,,yellow_taxi,,
4129,2,2023-01-01 00:13:41,2023-01-01 00:23:36,N,1.0,161,140,1.0,2.23,12.8,1.0,0.5,5.34,0.0,,1.0,23.14,1.0,,2.5,yellow_taxi,0.0,
3747,2,2023-01-01 00:13:42,2023-01-01 00:27:15,N,1.0,158,114,2.0,1.62,13.5,1.0,0.5,3.0,0.0,,1.0,21.5,1.0,,2.5,yellow_taxi,0.0,
2514,2,2023-01-01 00:13:43,2023-01-01 00:59:42,N,1.0,132,251,1.0,28.94,108.0,1.0,0.5,10.0,14.0,,1.0,135.75,1.0,,0.0,yellow_taxi,1.25,
1831,2,2023-01-01 00:13:43,2023-01-01 00:22:56,N,1.0,144,107,1.0,1.34,10.7,1.0,0.5,1.0,0.0,,1.0,16.7,1.0,,2.5,yellow_taxi,0.0,
2570,2,2023-01-01 00:13:45,2023-01-01 00:28:02,N,1.0,161,79,1.0,2.34,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
42,2,2023-01-01 00:13:47,2023-01-01 00:25:57,N,1.0,129,223,5.0,3.23,17.0,1.0,0.5,2.22,0.0,,1.0,21.72,1.0,1.0,0.0,green_taxi,,
2957,2,2023-01-01 00:13:47,2023-01-01 00:20:33,N,1.0,90,211,1.0,1.66,10.0,1.0,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
3520,2,2023-01-01 00:13:48,2023-01-01 00:23:59,N,1.0,132,216,1.0,5.29,21.9,1.0,0.5,4.88,0.0,,1.0,30.53,1.0,,0.0,yellow_taxi,1.25,
3729,2,2023-01-01 00:13:48,2023-01-01 00:33:35,N,1.0,158,50,1.0,1.65,17.7,1.0,0.5,2.0,0.0,,1.0,24.7,1.0,,2.5,yellow_taxi,0.0,
185,1,2023-01-01 00:13:48,2023-01-01 00:24:40,N,1.0,237,234,2.0,2.7,13.5,3.5,0.5,3.7,0.0,,1.0,22.2,1.0,,2.5,yellow_taxi,0.0,
4907,2,2023-01-01 00:13:48,2023-01-01 00:40:44,N,1.0,48,87,3.0,5.44,29.6,1.0,0.5,0.0,0.0,,1.0,34.6,2.0,,2.5,yellow_taxi,0.0,
3001,2,2023-01-01 00:13:50,2023-01-01 00:21:44,N,1.0,140,263,2.0,1.82,10.7,1.0,0.5,3.0,0.0,,1.0,18.7,1.0,,2.5,yellow_taxi,0.0,
722,2,2023-01-01 00:13:50,2023-01-01 00:17:25,N,1.0,90,186,2.0,0.59,5.8,1.0,0.5,0.0,0.0,,1.0,10.8,2.0,,2.5,yellow_taxi,0.0,
498,2,2023-01-01 00:13:51,2023-01-01 00:38:24,N,1.0,161,261,1.0,4.72,26.1,1.0,0.5,0.0,0.0,,1.0,31.1,2.0,,2.5,yellow_taxi,0.0,
1476,2,2023-01-01 00:13:51,2023-01-01 00:29:33,N,1.0,132,130,1.0,6.49,28.2,1.0,0.5,5.0,0.0,,1.0,36.95,1.0,,0.0,yellow_taxi,1.25,
199,2,2023-01-01 00:13:54,2023-01-01 00:19:01,N,1.0,79,79,1.0,0.5,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
3792,2,2023-01-01 00:13:54,2023-01-01 00:21:26,N,1.0,142,75,1.0,2.03,10.7,1.0,0.5,3.14,0.0,,1.0,18.84,1.0,,2.5,yellow_taxi,0.0,
1665,2,2023-01-01 00:13:54,2023-01-01 00:39:19,N,1.0,79,161,1.0,2.72,22.6,1.0,0.5,2.08,0.0,,1.0,29.68,1.0,,2.5,yellow_taxi,0.0,
4045,2,2023-01-01 00:13:54,2023-01-01 00:19:51,N,1.0,48,239,3.0,1.17,8.6,1.0,0.5,2.72,0.0,,1.0,16.32,1.0,,2.5,yellow_taxi,0.0,
851,2,2023-01-01 00:13:55,2023-01-01 00:35:19,N,1.0,138,181,2.0,11.36,45.7,6.0,0.5,8.17,0.0,,1.0,62.62,1.0,,0.0,yellow_taxi,1.25,
4248,2,2023-01-01 00:13:56,2023-01-01 00:26:37,N,1.0,142,236,1.0,2.17,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
1716,1,2023-01-01 00:13:56,2023-01-01 00:23:05,N,1.0,170,170,4.0,0.7,7.9,3.5,0.5,2.55,0.0,,1.0,15.45,1.0,,2.5,yellow_taxi,0.0,
1949,1,2023-01-01 00:13:56,2023-01-01 00:17:30,N,1.0,231,125,2.0,1.0,6.5,3.5,0.5,0.0,0.0,,1.0,11.5,2.0,,2.5,yellow_taxi,0.0,
4661,2,2023-01-01 00:13:57,2023-01-01 00:25:44,N,1.0,234,68,1.0,1.36,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
3136,1,2023-01-01 00:13:58,2023-01-01 00:18:58,N,1.0,233,161,2.0,0.5,6.5,3.5,0.5,0.0,0.0,,1.0,11.5,2.0,,2.5,yellow_taxi,0.0,
2228,2,2023-01-01 00:13:58,2023-01-01 00:25:07,N,1.0,236,137,1.0,2.84,14.9,1.0,0.5,4.98,0.0,,1.0,24.88,1.0,,2.5,yellow_taxi,0.0,
3954,1,2023-01-01 00:13:58,2023-01-01 00:20:53,N,1.0,141,161,2.0,1.1,7.9,3.5,0.5,0.0,0.0,,1.0,12.9,1.0,,2.5,yellow_taxi,0.0,
4651,2,2023-01-01 00:13:58,2023-01-01 00:18:05,N,1.0,229,141,1.0,1.5,7.9,1.0,0.5,1.94,0.0,,1.0,14.84,1.0,,2.5,yellow_taxi,0.0,
2839,2,2023-01-01 00:13:59,2023-01-01 00:26:48,N,1.0,107,229,1.0,2.25,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
4812,2,2023-01-01 00:13:59,2023-01-01 00:28:31,N,1.0,50,41,1.0,3.95,20.5,1.0,0.5,5.1,0.0,,1.0,30.6,1.0,,2.5,yellow_taxi,0.0,
1599,2,2023-01-01 00:13:59,2023-01-01 00:21:39,N,1.0,68,50,2.0,1.35,7.0,0.5,0.5,2.16,0.0,,0.3,12.96,1.0,,2.5,yellow_taxi,0.0,
2995042,2,2023-01-01 00:14:00,2023-01-01 00:24:00,,,170,79,,0.0,13.19,0.0,0.5,3.44,0.0,,1.0,20.63,0.0,,,yellow_taxi,,
3980,2,2023-01-01 00:14:00,2023-01-01 00:53:58,N,1.0,132,40,1.0,26.29,99.6,1.0,0.5,0.0,0.0,,1.0,103.35,2.0,,0.0,yellow_taxi,1.25,
238,2,2023-01-01 00:14:01,2023-01-01 00:19:11,N,1.0,237,236,1.0,1.31,7.9,1.0,0.5,3.23,0.0,,1.0,16.13,1.0,,2.5,yellow_taxi,0.0,
2666,1,2023-01-01 00:14:01,2023-01-01 00:54:13,N,1.0,113,239,1.0,7.5,42.2,3.5,0.5,9.4,0.0,,1.0,56.6,1.0,,2.5,yellow_taxi,0.0,
4173,1,2023-01-01 00:14:01,2023-01-01 00:27:22,N,1.0,249,87,2.0,3.5,17.0,3.5,0.5,0.0,0.0,,1.0,22.0,2.0,,2.5,yellow_taxi,0.0,
3882,2,2023-01-01 00:14:01,2023-01-01 00:49:29,N,1.0,143,143,1.0,16.7,66.7,1.0,0.5,0.0,0.0,,1.0,71.7,2.0,,2.5,yellow_taxi,0.0,
1983,2,2023-01-01 00:14:02,2023-01-01 00:38:10,N,1.0,107,24,1.0,5.71,27.5,1.0,0.5,9.75,0.0,,1.0,42.25,1.0,,2.5,yellow_taxi,0.0,
444,1,2023-01-01 00:14:02,2023-01-01 00:19:25,N,1.0,239,24,1.0,1.9,9.3,3.5,0.5,3.55,0.0,,1.0,17.85,1.0,,2.5,yellow_taxi,0.0,
819,2,2023-01-01 00:14:03,2023-01-01 00:24:36,N,1.0,237,141,3.0,1.44,11.4,1.0,0.5,0.0,0.0,,1.0,16.4,2.0,,2.5,yellow_taxi,0.0,
4202,2,2023-01-01 00:14:03,2023-01-01 00:44:00,N,1.0,132,149,2.0,14.76,59.7,1.0,0.5,0.0,0.0,,1.0,63.45,2.0,,0.0,yellow_taxi,1.25,
4068,2,2023-01-01 00:14:05,2023-01-01 00:21:27,N,1.0,148,79,2.0,0.84,8.6,1.0,0.5,0.0,0.0,,1.0,13.6,1.0,,2.5,yellow_taxi,0.0,
4433,1,2023-01-01 00:14:05,2023-01-01 00:38:27,N,1.0,186,231,1.0,3.4,20.5,3.5,0.5,5.0,0.0,,1.0,30.5,1.0,,2.5,yellow_taxi,0.0,
817,2,2023-01-01 00:14:06,2023-01-01 00:34:31,N,1.0,246,48,2.0,0.9,17.0,1.0,0.5,0.0,0.0,,1.0,22.0,2.0,,2.5,yellow_taxi,0.0,
2558,2,2023-01-01 00:14:06,2023-01-01 00:26:22,N,1.0,90,209,1.0,2.3,14.2,1.0,0.5,3.5,0.0,,1.0,22.7,1.0,,2.5,yellow_taxi,0.0,
4583,1,2023-01-01 00:14:07,2023-01-01 00:53:40,N,1.0,249,243,2.0,10.9,53.4,3.5,0.5,0.0,0.0,,1.0,58.4,2.0,,2.5,yellow_taxi,0.0,
4857,2,2023-01-01 00:14:08,2023-01-01 00:25:49,N,1.0,79,164,4.0,1.59,12.8,1.0,0.5,0.89,0.0,,1.0,18.69,1.0,,2.5,yellow_taxi,0.0,
2243,2,2023-01-01 00:14:09,2023-01-01 00:30:58,N,1.0,237,161,2.0,0.0,14.2,1.0,0.5,0.0,0.0,,1.0,19.2,2.0,,2.5,yellow_taxi,0.0,
3283,2,2023-01-01 00:14:09,2023-01-01 00:35:45,N,1.0,90,141,1.0,0.0,17.7,1.0,0.5,4.54,0.0,,1.0,27.24,1.0,,2.5,yellow_taxi,0.0,
1081,2,2023-01-01 00:14:09,2023-01-01 00:25:36,N,1.0,162,239,1.0,3.32,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
669,2,2023-01-01 00:14:10,2023-01-01 00:22:43,N,1.0,140,43,1.0,1.26,10.0,1.0,0.5,3.75,0.0,,1.0,18.75,1.0,,2.5,yellow_taxi,0.0,
1790,2,2023-01-01 00:14:10,2023-01-01 00:19:36,N,1.0,233,107,1.0,1.07,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
