,VendorID,PUDatetime,DODatetime,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,ehail_fee,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,type,airport_fee,Airport_fee
3625,1,2023-01-01 00:09:23,2023-01-01 00:16:41,N,1.0,236,237,1.0,1.2,9.3,3.5,0.5,0.0,0.0,,1.0,14.3,2.0,,2.5,yellow_taxi,0.0,
4917,1,2023-01-01 00:09:23,2023-01-01 00:59:45,N,1.0,246,90,1.0,1.8,38.7,3.5,0.5,10.9,0.0,,1.0,54.6,1.0,,2.5,yellow_taxi,0.0,
2364,2,2023-01-01 00:09:24,2023-01-01 00:20:01,N,1.0,249,170,1.0,2.26,12.8,1.0,0.5,3.56,0.0,,1.0,21.36,1.0,,2.5,yellow_taxi,0.0,
135,2,2023-01-01 00:09:27,2023-01-01 00:15:04,N,1.0,236,75,1.0,0.8,5.5,0.5,0.5,1.86,0.0,,0.3,11.16,1.0,,2.5,yellow_taxi,0.0,
3633,2,2023-01-01 00:09:28,2023-01-01 00:12:40,N,1.0,229,237,1.0,0.58,5.8,1.0,0.5,2.16,0.0,,1.0,12.96,1.0,,2.5,yellow_taxi,0.0,
3023,2,2023-01-01 00:09:28,2023-01-01 00:29:02,N,1.0,142,90,3.0,2.92,19.1,1.0,0.5,0.0,0.0,,1.0,24.1,2.0,,2.5,yellow_taxi,0.0,
879,2,2023-01-01 00:09:28,2023-01-01 00:15:53,N,1.0,263,74,1.0,2.06,10.0,1.0,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
13,2,2023-01-01 00:09:29,2023-01-01 00:29:23,N,1.0,138,33,2.0,11.43,44.3,6.0,0.5,13.26,0.0,,1.0,66.31,1.0,,0.0,yellow_taxi,1.25,
3617,2,2023-01-01 00:09:29,2023-01-01 00:17:24,N,1.0,79,233,1.0,1.64,10.0,1.0,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
3570,2,2023-01-01 00:09:29,2023-01-01 00:21:52,N,1.0,107,246,1.0,1.83,12.8,1.0,0.5,1.0,0.0,,1.0,18.8,1.0,,2.5,yellow_taxi,0.0,
2008,2,2023-01-01 00:09:30,2023-01-01 00:56:23,N,1.0,48,177,1.0,1.77,13.5,1.0,0.5,0.0,0.0,,1.0,18.5,2.0,,2.5,yellow_taxi,0.0,
4909,2,2023-01-01 00:09:31,2023-01-01 00:45:00,N,1.0,164,249,4.0,5.19,31.0,1.0,0.5,7.2,0.0,,1.0,43.2,1.0,,2.5,yellow_taxi,0.0,
972,2,2023-01-01 00:09:32,2023-01-01 00:19:43,N,1.0,148,158,1.0,1.9,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
3927,2,2023-01-01 00:09:33,2023-01-01 00:17:44,N,1.0,79,125,1.0,1.1,9.3,1.0,0.5,2.57,0.0,,1.0,16.87,1.0,,2.5,yellow_taxi,0.0,
1161,1,2023-01-01 00:09:34,2023-01-01 00:16:47,N,1.0,162,236,1.0,2.1,10.7,3.5,0.5,4.7,0.0,,1.0,20.4,1.0,,2.5,yellow_taxi,0.0,
3856,2,2023-01-01 00:09:35,2023-01-01 00:16:26,N,1.0,162,164,3.0,0.81,7.9,1.0,0.5,0.0,0.0,,1.0,12.9,2.0,,2.5,yellow_taxi,0.0,
467,2,2023-01-01 00:09:35,2023-01-01 00:27:51,N,1.0,114,236,1.0,4.19,21.2,1.0,0.5,5.24,0.0,,1.0,31.44,1.0,,2.5,yellow_taxi,0.0,
2107,2,2023-01-01 00:09:35,2023-01-01 00:22:12,N,1.0,90,164,1.0,1.45,12.1,1.0,0.5,4.28,0.0,,1.0,21.38,1.0,,2.5,yellow_taxi,0.0,
2995126,2,2023-01-01 00:09:36,2023-01-01 00:21:45,,,140,239,,2.34,16.38,0.0,0.5,2.04,0.0,,1.0,22.42,0.0,,,yellow_taxi,,
83,2,2023-01-01 00:09:36,2023-01-01 00:16:32,N,1.0,79,148,1.0,0.64,7.9,1.0,0.5,1.29,0.0,,1.0,14.19,1.0,,2.5,yellow_taxi,0.0,
4486,1,2023-01-01 00:09:36,2023-01-01 00:09:53,N,5.0,265,265,1.0,0.0,90.0,0.0,0.0,20.0,0.0,,1.0,111.0,1.0,,0.0,yellow_taxi,0.0,
4214,2,2023-01-01 00:09:36,2023-01-01 00:14:07,N,1.0,164,164,1.0,0.53,5.8,1.0,0.5,0.0,0.0,,1.0,10.8,1.0,,2.5,yellow_taxi,0.0,
1933,2,2023-01-01 00:09:37,2023-01-01 00:11:49,N,1.0,263,141,1.0,0.77,5.1,1.0,0.5,2.02,0.0,,1.0,12.12,1.0,,2.5,yellow_taxi,0.0,
85,2,2023-01-01 00:09:41,2023-01-01 00:21:28,N,1.0,68,13,1.0,3.04,15.6,1.0,0.5,2.4,0.0,,1.0,23.0,1.0,,2.5,yellow_taxi,0.0,
4918,2,2023-01-01 00:09:41,2023-01-01 00:22:59,N,1.0,142,263,2.0,2.55,14.9,1.0,0.5,3.98,0.0,,1.0,23.88,1.0,,2.5,yellow_taxi,0.0,
4417,2,2023-01-01 00:09:43,2023-01-01 00:41:56,N,1.0,68,75,2.0,4.75,31.7,1.0,0.5,11.01,0.0,,1.0,47.71,1.0,,2.5,yellow_taxi,0.0,
483,2,2023-01-01 00:09:43,2023-01-01 00:16:41,N,1.0,43,238,3.0,1.9,10.7,1.0,0.5,0.78,0.0,,1.0,16.48,1.0,,2.5,yellow_taxi,0.0,
2165,1,2023-01-01 00:09:44,2023-01-01 00:15:27,N,1.0,263,229,1.0,1.4,8.6,3.5,0.5,0.0,0.0,,1.0,13.6,2.0,,2.5,yellow_taxi,0.0,
4132,1,2023-01-01 00:09:45,2023-01-01 00:19:56,N,1.0,79,249,1.0,1.5,11.4,3.5,0.5,4.05,0.0,,1.0,20.45,1.0,,2.5,yellow_taxi,0.0,
1641,2,2023-01-01 00:09:45,2023-01-01 00:18:42,N,1.0,137,88,5.0,4.37,18.4,1.0,0.5,5.85,0.0,,1.0,29.25,1.0,,2.5,yellow_taxi,0.0,
973,1,2023-01-01 00:09:46,2023-01-01 00:37:12,N,1.0,158,24,1.0,6.3,30.3,3.5,0.5,5.29,0.0,,1.0,40.59,1.0,,2.5,yellow_taxi,0.0,
3563,2,2023-01-01 00:09:46,2023-01-01 00:32:13,N,1.0,238,233,2.0,0.0,18.4,1.0,0.5,4.68,0.0,,1.0,28.08,1.0,,2.5,yellow_taxi,0.0,
4340,1,2023-01-01 00:09:46,2023-01-01 00:29:58,N,1.0,163,232,1.0,4.9,23.3,3.5,0.5,0.0,0.0,,1.0,28.3,3.0,,2.5,yellow_taxi,0.0,
2995201,2,2023-01-01 00:09:47,2023-01-01 00:19:21,,,141,142,,1.56,13.07,0.0,0.5,3.41,0.0,,1.0,20.48,0.0,,,yellow_taxi,,
2139,2,2023-01-01 00:09:47,2023-01-01 00:45:27,N,1.0,125,41,6.0,7.41,41.5,1.0,0.5,0.0,0.0,,1.0,46.5,2.0,,2.5,yellow_taxi,0.0,
617,2,2023-01-01 00:09:48,2023-01-01 00:24:58,N,1.0,107,87,1.0,4.79,22.6,1.0,0.5,5.0,0.0,,1.0,32.6,1.0,,2.5,yellow_taxi,0.0,
4835,2,2023-01-01 00:09:48,2023-01-01 00:15:55,N,1.0,113,137,1.0,1.44,8.6,1.0,0.5,1.36,0.0,,1.0,14.96,1.0,,2.5,yellow_taxi,0.0,
534,2,2023-01-01 00:09:48,2023-01-01 00:31:40,N,1.0,90,48,1.0,1.96,19.8,1.0,0.5,6.2,0.0,,1.0,31.0,1.0,,2.5,yellow_taxi,0.0,
2989,2,2023-01-01 00:09:49,2023-01-01 00:33:53,N,1.0,68,48,2.0,2.35,21.2,1.0,0.5,0.0,0.0,,1.0,26.2,1.0,,2.5,yellow_taxi,0.0,
198,2,2023-01-01 00:09:49,2023-01-01 00:12:30,N,1.0,79,79,1.0,0.29,4.4,1.0,0.5,1.0,0.0,,1.0,10.4,1.0,,2.5,yellow_taxi,0.0,
1014,2,2023-01-01 00:09:50,2023-01-01 00:29:48,N,1.0,234,7,2.0,5.15,24.7,1.0,0.5,5.94,0.0,,1.0,35.64,1.0,,2.5,yellow_taxi,0.0,
1769,2,2023-01-01 00:09:50,2023-01-01 00:15:27,N,1.0,238,151,1.0,0.77,7.9,1.0,0.5,2.58,0.0,,1.0,15.48,1.0,,2.5,yellow_taxi,0.0,
3843,2,2023-01-01 00:09:50,2023-01-01 00:16:03,N,1.0,114,148,1.0,0.86,7.9,1.0,0.5,1.29,0.0,,1.0,14.19,1.0,,2.5,yellow_taxi,0.0,
1763,1,2023-01-01 00:09:51,2023-01-01 00:27:01,N,1.0,263,207,1.0,5.0,21.9,3.5,0.5,0.0,0.0,,1.0,26.9,2.0,,2.5,yellow_taxi,0.0,
674,2,2023-01-01 00:09:51,2023-01-01 00:18:59,Y,1.0,137,162,2.0,0.97,10.0,1.0,0.5,2.0,0.0,,1.0,17.0,1.0,,2.5,yellow_taxi,0.0,
3468,2,2023-01-01 00:09:51,2023-01-01 00:29:27,N,1.0,234,141,1.0,3.39,20.5,1.0,0.5,5.1,0.0,,1.0,30.6,1.0,,2.5,yellow_taxi,0.0,
1209,2,2023-01-01 00:09:51,2023-01-01 00:39:34,N,1.0,148,50,2.0,4.3,29.6,1.0,0.5,5.4,0.0,,1.0,40.0,1.0,,2.5,yellow_taxi,0.0,
1907,2,2023-01-01 00:09:51,2023-01-01 00:13:25,N,1.0,164,113,1.0,0.84,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
894,2,2023-01-01 00:09:52,2023-01-01 00:16:20,N,1.0,249,113,6.0,1.1,8.6,1.0,0.5,1.0,0.0,,1.0,14.6,1.0,,2.5,yellow_taxi,0.0,
2713,1,2023-01-01 00:09:53,2023-01-01 00:24:19,N,1.0,229,158,2.0,3.5,18.4,3.5,0.5,0.0,0.0,,1.0,23.4,2.0,,2.5,yellow_taxi,0.0,
4033,2,2023-01-01 00:09:53,2023-01-01 00:22:29,N,1.0,262,142,1.0,2.5,14.9,1.0,0.5,3.98,0.0,,1.0,23.88,1.0,,2.5,yellow_taxi,0.0,
3675,2,2023-01-01 00:09:54,2023-01-01 00:36:28,N,1.0,237,228,1.0,10.95,45.7,1.0,0.5,10.0,6.55,,1.0,67.25,1.0,,2.5,yellow_taxi,0.0,
2904,2,2023-01-01 00:09:55,2023-01-01 00:18:05,N,1.0,161,170,1.0,1.12,-9.3,-1.0,-0.5,0.0,0.0,,-1.0,-14.3,4.0,,-2.5,yellow_taxi,0.0,
2905,2,2023-01-01 00:09:55,2023-01-01 00:18:05,N,1.0,161,170,1.0,1.12,9.3,1.0,0.5,0.0,0.0,,1.0,14.3,4.0,,2.5,yellow_taxi,0.0,
1735,2,2023-01-01 00:09:56,2023-01-01 00:18:59,N,1.0,107,88,1.0,3.88,17.7,1.0,0.5,5.67,0.0,,1.0,28.37,1.0,,2.5,yellow_taxi,0.0,
901,2,2023-01-01 00:09:56,2023-01-01 00:26:13,N,1.0,79,262,1.0,5.08,24.0,1.0,0.5,5.8,0.0,,1.0,34.8,1.0,,2.5,yellow_taxi,0.0,
4780,2,2023-01-01 00:09:56,2023-01-01 00:16:15,N,1.0,237,262,2.0,1.04,8.6,1.0,0.5,1.0,0.0,,1.0,14.6,1.0,,2.5,yellow_taxi,0.0,
643,2,2023-01-01 00:09:59,2023-01-01 00:33:44,N,1.0,143,234,1.0,3.57,21.9,1.0,0.5,4.04,0.0,,1.0,30.94,1.0,,2.5,yellow_taxi,0.0,
3393,1,2023-01-01 00:10:00,2023-01-01 00:17:21,N,1.0,141,141,1.0,0.5,5.1,3.5,0.5,2.0,0.0,,1.0,12.1,1.0,,2.5,yellow_taxi,0.0,
76,2,2023-01-01 00:10:02,2023-01-01 00:16:02,N,1.0,238,238,1.0,0.82,7.9,1.0,0.5,3.22,0.0,,1.0,16.12,1.0,,2.5,yellow_taxi,0.0,
2147,2,2023-01-01 00:10:04,2023-01-01 00:15:53,N,1.0,43,236,1.0,1.03,7.9,1.0,0.5,3.23,0.0,,1.0,16.13,1.0,,2.5,yellow_taxi,0.0,
2193,2,2023-01-01 00:10:05,2023-01-01 00:12:53,N,1.0,263,141,1.0,0.64,5.1,1.0,0.5,2.02,0.0,,1.0,12.12,1.0,,2.5,yellow_taxi,0.0,
4867,2,2023-01-01 00:10:07,2023-01-01 00:29:23,N,1.0,48,249,2.0,2.76,19.1,1.0,0.5,4.82,0.0,,1.0,28.92,1.0,,2.5,yellow_taxi,0.0,
982,1,2023-01-01 00:10:08,2023-01-01 00:53:10,N,1.0,68,237,1.0,2.8,33.8,3.5,0.5,0.0,0.0,,1.0,38.8,2.0,,2.5,yellow_taxi,0.0,
2131,2,2023-01-01 00:10:09,2023-01-01 00:29:28,N,1.0,68,137,1.0,2.27,18.4,1.0,0.5,4.68,0.0,,1.0,28.08,1.0,,2.5,yellow_taxi,0.0,
3333,2,2023-01-01 00:10:09,2023-01-01 00:22:44,N,1.0,234,141,2.0,2.77,14.9,1.0,0.5,2.98,0.0,,1.0,22.88,1.0,,2.5,yellow_taxi,0.0,
2561,2,2023-01-01 00:10:09,2023-01-01 00:32:10,N,1.0,164,50,1.0,2.42,20.5,1.0,0.5,3.0,0.0,,1.0,28.5,1.0,,2.5,yellow_taxi,0.0,
2060,2,2023-01-01 00:10:10,2023-01-01 00:13:56,N,1.0,170,234,1.0,0.7,6.5,1.0,0.5,2.3,0.0,,1.0,13.8,1.0,,2.5,yellow_taxi,0.0,
3805,2,2023-01-01 00:10:11,2023-01-01 00:23:27,N,1.0,148,170,1.0,2.11,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
1540,2,2023-01-01 00:10:12,2023-01-01 00:15:59,N,1.0,229,163,2.0,0.76,7.2,1.0,0.5,1.0,0.0,,1.0,13.2,1.0,,2.5,yellow_taxi,0.0,
2995248,2,2023-01-01 00:10:12,2023-01-01 00:37:05,,,249,106,,5.35,26.75,0.0,0.5,6.15,0.0,,1.0,36.9,0.0,,,yellow_taxi,,
2453,2,2023-01-01 00:10:12,2023-01-01 00:16:23,N,1.0,90,114,2.0,1.0,7.9,1.0,0.5,0.0,0.0,,1.0,12.9,2.0,,2.5,yellow_taxi,0.0,
4104,2,2023-01-01 00:10:13,2023-01-01 00:18:16,N,1.0,68,113,1.0,1.73,10.7,1.0,0.5,0.0,0.0,,1.0,15.7,2.0,,2.5,yellow_taxi,0.0,
4581,2,2023-01-01 00:10:15,2023-01-01 00:45:09,N,1.0,148,143,1.0,5.32,33.1,1.0,0.5,7.62,0.0,,1.0,45.72,1.0,,2.5,yellow_taxi,0.0,
3337,1,2023-01-01 00:10:15,2023-01-01 00:18:35,N,1.0,141,75,0.0,2.1,11.4,3.5,0.5,0.0,0.0,,1.0,16.4,2.0,,2.5,yellow_taxi,0.0,
3518,2,2023-01-01 00:10:15,2023-01-01 00:13:29,N,1.0,107,170,2.0,0.69,5.8,1.0,0.5,0.0,0.0,,1.0,10.8,2.0,,2.5,yellow_taxi,0.0,
266,2,2023-01-01 00:10:17,2023-01-01 00:21:50,N,1.0,249,48,3.0,1.6,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
993,2,2023-01-01 00:10:17,2023-01-01 00:16:18,N,1.0,141,233,1.0,1.94,10.0,1.0,0.5,3.0,0.0,,1.0,18.0,1.0,,2.5,yellow_taxi,0.0,
3768,2,2023-01-01 00:10:19,2023-01-01 00:15:29,N,1.0,237,142,1.0,1.29,8.6,1.0,0.5,0.0,0.0,,1.0,13.6,2.0,,2.5,yellow_taxi,0.0,
1383,1,2023-01-01 00:10:19,2023-01-01 00:18:52,N,1.0,48,50,2.0,0.8,7.9,3.5,0.5,0.0,0.0,,1.0,12.9,2.0,,2.5,yellow_taxi,0.0,
3734,2,2023-01-01 00:10:19,2023-01-01 00:16:51,N,1.0,43,263,1.0,1.46,9.3,1.0,0.5,0.0,0.0,,1.0,14.3,2.0,,2.5,yellow_taxi,0.0,
73,2,2023-01-01 00:10:20,2023-01-01 00:23:09,N,1.0,238,42,1.0,2.79,14.9,1.0,0.5,3.98,0.0,,1.0,23.88,1.0,,2.5,yellow_taxi,0.0,
154,2,2023-01-01 00:10:20,2023-01-01 00:12:09,N,1.0,107,107,1.0,0.48,4.4,1.0,0.5,1.88,0.0,,1.0,11.28,1.0,,2.5,yellow_taxi,0.0,
2995117,2,2023-01-01 00:10:20,2023-01-01 00:26:47,,,68,148,,2.2,20.43,0.0,0.5,4.89,0.0,,1.0,29.32,0.0,,,yellow_taxi,,
1973,2,2023-01-01 00:10:20,2023-01-01 00:19:15,N,1.0,137,140,1.0,2.78,13.5,1.0,0.5,3.7,0.0,,1.0,22.2,1.0,,2.5,yellow_taxi,0.0,
1751,2,2023-01-01 00:10:21,2023-01-01 00:26:19,N,1.0,162,249,2.0,3.15,17.0,1.0,0.5,3.0,0.0,,1.0,25.0,1.0,,2.5,yellow_taxi,0.0,
4715,2,2023-01-01 00:10:21,2023-01-01 00:37:23,N,1.0,162,237,1.0,1.88,23.3,1.0,0.5,5.66,0.0,,1.0,33.96,1.0,,2.5,yellow_taxi,0.0,
3502,2,2023-01-01 00:10:22,2023-01-01 00:36:47,N,1.0,68,170,2.0,1.28,21.9,1.0,0.5,5.38,0.0,,1.0,32.28,1.0,,2.5,yellow_taxi,0.0,
4170,2,2023-01-01 00:10:23,2023-01-01 00:24:39,N,1.0,249,233,1.0,2.25,14.2,1.0,0.5,3.84,0.0,,1.0,23.04,1.0,,2.5,yellow_taxi,0.0,
1841,2,2023-01-01 00:10:23,2023-01-01 00:21:31,N,1.0,90,162,1.0,1.58,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
3054,2,2023-01-01 00:10:24,2023-01-01 00:16:12,N,1.0,239,142,1.0,1.36,8.6,1.0,0.5,3.4,0.0,,1.0,17.0,1.0,,2.5,yellow_taxi,0.0,
1555,2,2023-01-01 00:10:27,2023-01-01 00:27:07,N,1.0,132,216,1.0,5.17,24.0,1.0,0.5,0.0,0.0,,1.0,27.75,1.0,,0.0,yellow_taxi,1.25,
2207,2,2023-01-01 00:10:28,2023-01-01 00:22:47,N,2.0,97,13,2.0,3.94,70.0,0.0,0.5,14.8,0.0,,1.0,88.8,1.0,,2.5,yellow_taxi,0.0,
884,2,2023-01-01 00:10:28,2023-01-01 00:23:56,N,1.0,141,24,1.0,3.21,17.0,1.0,0.5,1.5,0.0,,1.0,23.5,1.0,,2.5,yellow_taxi,0.0,
4,2,2023-01-01 00:10:29,2023-01-01 00:21:19,N,1.0,107,79,1.0,1.43,11.4,1.0,0.5,3.28,0.0,,1.0,19.68,1.0,,2.5,yellow_taxi,0.0,
2542,2,2023-01-01 00:10:30,2023-01-01 00:44:10,N,1.0,90,42,1.0,7.37,40.8,1.0,0.5,0.0,0.0,,1.0,45.8,2.0,,2.5,yellow_taxi,0.0,
1164,2,2023-01-01 00:10:30,2023-01-01 00:11:49,N,1.0,239,238,1.0,0.49,4.4,1.0,0.5,1.88,0.0,,1.0,11.28,1.0,,2.5,yellow_taxi,0.0,
345,1,2023-01-01 00:10:31,2023-01-01 00:21:58,N,1.0,138,74,2.0,6.5,26.8,7.25,0.5,6.32,6.55,,1.0,48.42,1.0,,0.0,yellow_taxi,1.25,
1200,2,2023-01-01 00:10:32,2023-01-01 00:31:19,N,1.0,114,141,1.0,4.01,21.9,1.0,0.5,5.38,0.0,,1.0,32.28,1.0,,2.5,yellow_taxi,0.0,
4701,2,2023-01-01 00:10:32,2023-01-01 00:15:27,N,1.0,264,264,1.0,1.21,7.9,1.0,0.5,0.0,0.0,,1.0,10.4,2.0,,0.0,yellow_taxi,0.0,
3802,2,2023-01-01 00:10:32,2023-01-01 00:22:23,N,1.0,211,137,1.0,2.58,14.2,1.0,0.5,2.0,0.0,,1.0,21.2,1.0,,2.5,yellow_taxi,0.0,
3474,2,2023-01-01 00:10:32,2023-01-01 00:14:26,N,1.0,79,79,1.0,0.48,5.8,1.0,0.5,0.0,0.0,,1.0,10.8,1.0,,2.5,yellow_taxi,0.0,
3572,1,2023-01-01 00:10:33,2023-01-01 00:23:52,N,1.0,90,162,2.0,2.2,14.2,3.5,0.5,0.0,0.0,,1.0,19.2,1.0,,2.5,yellow_taxi,0.0,
2221,2,2023-01-01 00:10:33,2023-01-01 00:19:18,N,1.0,231,87,1.0,2.51,12.8,1.0,0.5,2.0,0.0,,1.0,19.8,1.0,,2.5,yellow_taxi,0.0,
4688,1,2023-01-01 00:10:33,2023-01-01 00:14:50,N,1.0,45,87,1.0,0.9,5.8,3.5,0.5,0.0,0.0,,1.0,10.8,2.0,,2.5,yellow_taxi,0.0,
3979,2,2023-01-01 00:10:33,2023-01-01 00:35:48,N,1.0,158,24,3.0,6.01,31.0,1.0,0.5,0.0,0.0,,1.0,36.0,2.0,,2.5,yellow_taxi,0.0,
4313,2,2023-01-01 00:10:34,2023-01-01 00:20:33,N,1.0,211,45,1.0,1.54,11.4,1.0,0.5,2.0,0.0,,1.0,18.4,1.0,,2.5,yellow_taxi,0.0,
2247,2,2023-01-01 00:10:34,2023-01-01 00:24:10,N,1.0,170,148,4.0,2.79,15.6,1.0,0.5,4.12,0.0,,1.0,24.72,1.0,,2.5,yellow_taxi,0.0,
1604,1,2023-01-01 00:10:34,2023-01-01 00:30:14,N,1.0,231,170,2.0,3.5,19.1,3.5,0.5,4.8,0.0,,1.0,28.9,1.0,,2.5,yellow_taxi,0.0,
2976,2,2023-01-01 00:10:35,2023-01-01 00:48:50,N,1.0,231,238,2.0,6.52,39.4,1.0,0.5,8.88,0.0,,1.0,53.28,1.0,,2.5,yellow_taxi,0.0,
3884,2,2023-01-01 00:10:36,2023-01-01 00:18:59,N,1.0,249,144,1.0,1.56,10.0,1.0,0.5,0.0,0.0,,1.0,15.0,2.0,,2.5,yellow_taxi,0.0,
339,2,2023-01-01 00:10:37,2023-01-01 00:40:12,N,1.0,141,89,1.0,12.79,52.0,1.0,0.5,0.0,0.0,,1.0,57.0,2.0,,2.5,yellow_taxi,0.0,
2094,1,2023-01-01 00:10:38,2023-01-01 00:14:10,N,1.0,142,142,2.0,0.5,5.8,3.5,0.5,1.0,0.0,,1.0,11.8,1.0,,2.5,yellow_taxi,0.0,
1923,1,2023-01-01 00:10:40,2023-01-01 00:15:39,N,1.0,236,140,4.0,1.1,7.2,3.5,0.5,2.9,0.0,,1.0,15.1,1.0,,2.5,yellow_taxi,0.0,
3650,2,2023-01-01 00:10:41,2023-01-01 00:19:10,N,1.0,249,79,1.0,1.25,9.3,1.0,0.5,0.0,0.0,,1.0,14.3,1.0,,2.5,yellow_taxi,0.0,
2801,1,2023-01-01 00:10:42,2023-01-01 00:17:11,N,1.0,229,107,2.0,1.7,9.3,3.5,0.5,2.85,0.0,,1.0,17.15,1.0,,2.5,yellow_taxi,0.0,
4893,2,2023-01-01 00:10:42,2023-01-01 00:17:51,N,1.0,166,41,1.0,1.03,8.6,1.0,0.5,0.15,0.0,,1.0,11.25,1.0,,0.0,yellow_taxi,0.0,
1309,2,2023-01-01 00:10:43,2023-01-01 00:26:50,N,1.0,48,152,1.0,4.26,21.2,1.0,0.5,0.0,0.0,,1.0,26.2,2.0,,2.5,yellow_taxi,0.0,
4389,2,2023-01-01 00:10:43,2023-01-01 00:22:12,N,1.0,249,148,1.0,1.54,12.1,1.0,0.5,4.28,0.0,,1.0,21.38,1.0,,2.5,yellow_taxi,0.0,
4833,1,2023-01-01 00:10:44,2023-01-01 00:48:40,N,1.0,231,238,1.0,6.3,33.8,3.5,0.5,0.0,0.0,,1.0,38.8,2.0,,2.5,yellow_taxi,0.0,
16,1,2023-01-01 00:10:45,2023-01-01 00:19:37,N,5.0,83,129,1.0,1.3,15.0,0.0,0.0,0.0,0.0,,0.0,15.0,1.0,2.0,0.0,green_taxi,,
529,2,2023-01-01 00:10:45,2023-01-01 00:26:21,N,1.0,162,164,1.0,1.32,14.9,1.0,0.5,4.97,0.0,,1.0,24.87,1.0,,2.5,yellow_taxi,0.0,
4591,2,2023-01-01 00:10:46,2023-01-01 00:36:53,N,1.0,170,138,1.0,10.06,45.0,6.0,0.5,12.31,6.55,,1.0,73.86,1.0,,2.5,yellow_taxi,0.0,
4274,2,2023-01-01 00:10:47,2023-01-01 00:40:36,N,1.0,237,211,2.0,5.0,28.2,1.0,0.5,9.96,0.0,,1.0,43.16,1.0,,2.5,yellow_taxi,0.0,
4290,2,2023-01-01 00:10:47,2023-01-01 00:28:02,N,1.0,170,238,1.0,4.4,21.2,1.0,0.5,5.24,0.0,,1.0,31.44,1.0,,2.5,yellow_taxi,0.0,
3250,2,2023-01-01 00:10:48,2023-01-01 00:14:14,N,1.0,170,170,1.0,0.38,5.1,1.0,0.5,2.02,0.0,,1.0,12.12,1.0,,2.5,yellow_taxi,0.0,
3343,1,2023-01-01 00:10:48,2023-01-01 00:28:29,N,1.0,161,170,3.0,0.7,15.6,3.5,0.5,2.0,0.0,,1.0,22.6,1.0,,2.5,yellow_taxi,0.0,
98,2,2023-01-01 00:10:50,2023-01-01 00:20:19,N,1.0,264,186,1.0,1.41,10.7,1.0,0.5,3.92,0.0,,1.0,19.62,1.0,,2.5,yellow_taxi,0.0,
4166,2,2023-01-01 00:10:50,2023-01-01 00:24:12,N,1.0,90,137,4.0,1.32,12.8,1.0,0.5,3.56,0.0,,1.0,21.36,1.0,,2.5,yellow_taxi,0.0,
4565,1,2023-01-01 00:10:50,2023-01-01 00:25:08,N,1.0,148,229,2.0,3.2,17.0,3.5,0.5,0.0,0.0,,1.0,22.0,2.0,,2.5,yellow_taxi,0.0,
725,1,2023-01-01 00:10:51,2023-01-01 00:43:28,N,1.0,113,239,2.0,5.5,29.6,3.5,0.5,8.65,0.0,,1.0,43.25,1.0,,2.5,yellow_taxi,0.0,
4530,2,2023-01-01 00:10:51,2023-01-01 00:17:08,N,1.0,238,236,1.0,1.5,9.3,1.0,0.5,0.0,0.0,,1.0,14.3,1.0,,2.5,yellow_taxi,0.0,
88,2,2023-01-01 00:10:52,2023-01-01 00:18:23,N,1.0,238,238,2.0,1.29,9.3,1.0,0.5,0.0,0.0,,1.0,14.3,2.0,,2.5,yellow_taxi,0.0,
2995300,1,2023-01-01 00:10:52,2023-01-01 00:28:37,,,246,239,,0.0,17.0,1.0,0.5,3.3,0.0,,1.0,27.3,0.0,,,yellow_taxi,,
2486,1,2023-01-01 00:10:53,2023-01-01 00:23:44,N,1.0,162,113,1.0,1.8,12.1,3.5,0.5,3.4,0.0,,1.0,20.5,1.0,,2.5,yellow_taxi,0.0,
2178,2,2023-01-01 00:10:53,2023-01-01 00:31:26,N,1.0,48,263,1.0,3.86,22.6,1.0,0.5,5.52,0.0,,1.0,33.12,1.0,,2.5,yellow_taxi,0.0,
746,2,2023-01-01 00:10:54,2023-01-01 00:13:38,N,1.0,229,140,3.0,0.54,5.1,1.0,0.5,3.03,0.0,,1.0,13.13,1.0,,2.5,yellow_taxi,0.0,
1817,2,2023-01-01 00:10:54,2023-01-01 00:21:06,N,1.0,144,158,1.0,1.99,12.1,1.0,0.5,3.42,0.0,,1.0,20.52,1.0,,2.5,yellow_taxi,0.0,
2237,2,2023-01-01 00:10:56,2023-01-01 00:22:40,N,1.0,142,140,1.0,1.83,12.8,1.0,0.5,3.56,0.0,,1.0,21.36,1.0,,2.5,yellow_taxi,0.0,
